Decoded CTC model's output,	LLM Predicted Label,	Original True Label,	Are they the same
sixe,	six,	six,	True
thtr,	three,	three,	True
tige,	nine,	eight,	False
eighte,	eight,	eight,	True
on,	one,	one,	True
nine,	nine,	nine,	True
e,	three,	three,	True
tfoure,	four,	four,	True
sivnf,	five,	seven,	False
five,	five,	five,	True
the,	three,	three,	True
nine,	nine,	nine,	True
zere,	zero,	zero,	True
three,	three,	three,	True
five,	five,	five,	True
te,	three,	seven,	False
t,	two,	one,	False
zere,	zero,	zero,	True
ne,	nine,	nine,	True
five,	five,	five,	True
thret,	three,	three,	True
five,	five,	five,	True
twx,	two,	three,	False
egeo,	eight,	eight,	True
one,	one,	one,	True
one,	one,	one,	True
sevene,	seven,	seven,	True
sixe,	six,	six,	True
seve,	seven,	seven,	True
six,	six,	seven,	False
fne,	nine,	seven,	False
zere,	zero,	zero,	True
sixe,	six,	six,	True
sixe,	six,	six,	True
e,	three,	three,	True
foe,	four,	four,	True
nine,	nine,	nine,	True
zeroe,	zero,	zero,	True
e,	three,	nine,	False
sexte,	six,	seven,	False
three,	three,	three,	True
one,	one,	one,	True
ege,	nine,	eight,	False
five,	five,	five,	True
eigh,	eight,	eight,	True
one,	one,	one,	True
nine,	nine,	nine,	True
one,	one,	one,	True
fre,	three,	four,	False
sive,	five,	seven,	False
sev,	seven,	seven,	True
onen,	one,	one,	True
seve,	seven,	seven,	True
fore,	four,	four,	True
sixe,	six,	six,	True
fure,	four,	four,	True
,	four,	two,	False
one,	one,	one,	True
fore,	four,	four,	True
onet,	one,	one,	True
efive,	five,	five,	True
seve,	seven,	seven,	True
sev,	seven,	seven,	True
five,	five,	five,	True
seve,	seven,	seven,	True
n,	nine,	nine,	True
toe,	two,	two,	True
foure,	four,	four,	True
zeroe,	zero,	zero,	True
ine,	nine,	nine,	True
twoe,	two,	two,	True
zeroe,	zero,	zero,	True
sevne,	seven,	seven,	True
etrx,	three,	two,	False
twoe,	two,	two,	True
te,	three,	two,	False
twoein,	two,	two,	True
seve,	seven,	seven,	True
sixe,	six,	six,	True
seoe,	nine,	seven,	False
tin,	ten,	three,	False
five,	five,	five,	True
tge,	three,	eight,	False
oine,	nine,	one,	False
five,	five,	five,	True
nte,	nine,	two,	False
foe,	four,	four,	True
five,	five,	five,	True
two,	two,	two,	True
seve,	seven,	seven,	True
twoe,	two,	two,	True
xthe,	six,	three,	False
five,	five,	five,	True
sox,	six,	six,	True
one,	one,	one,	True
foure,	four,	four,	True
three,	three,	three,	True
five,	five,	five,	True
one,	one,	one,	True
two,	two,	two,	True
eigh,	eight,	eight,	True
eige,	eight,	eight,	True
eihfex,	five,	eight,	False
fure,	four,	four,	True
eighe,	eight,	eight,	True
seve,	seven,	seven,	True
tio,	two,	three,	False
tge,	two,	eight,	False
irte,	three,	eight,	False
foure,	four,	four,	True
zero,	zero,	zero,	True
our,	four,	four,	True
twoe,	two,	two,	True
twoe,	two,	two,	True
rvtn,	seven,	seven,	True
fr,	four,	four,	True
n,	seven,	eight,	False
foure,	four,	four,	True
e,	three,	nine,	False
five,	five,	five,	True
four,	four,	four,	True
seve,	seven,	seven,	True
sixe,	six,	six,	True
nine,	nine,	nine,	True
onue,	one,	one,	True
six,	six,	six,	True
zeroe,	zero,	zero,	True
sixe,	six,	six,	True
seve,	seven,	six,	False
sixs,	six,	six,	True
eighe,	eight,	eight,	True
eixn,	six,	three,	False
oe,	zero,	one,	False
six,	six,	six,	True
ne,	nine,	one,	False
eihe,	five,	eight,	False
,	three,	one,	False
threni,	three,	three,	True
foune,	four,	four,	True
eig,	eight,	three,	False
zro,	zero,	zero,	True
ten,	ten,	three,	False
i,	nine,	four,	False
eigheit,	eight,	eight,	True
foue,	four,	four,	True
sixe,	six,	six,	True
five,	five,	five,	True
tne,	nine,	three,	False
zero,	zero,	zero,	True
twoe,	two,	two,	True
sixe,	six,	six,	True
six,	six,	six,	True
twoe,	two,	two,	True
tr,	three,	three,	True
fon,	four,	one,	False
tre,	three,	three,	True
six,	six,	six,	True
one,	one,	one,	True
e,	three,	three,	True
fivt,	five,	five,	True
nin,	nine,	nine,	True
,	five,	zero,	False
six,	six,	six,	True
,	three,	two,	False
tsi,	two,	two,	True
eigh,	eight,	eight,	True
fin,	five,	nine,	False
seve,	seven,	seven,	True
svne,	nine,	seven,	False
nin,	nine,	nine,	True
it,	eight,	six,	False
nine,	nine,	nine,	True
sire,	five,	six,	False
zre,	three,	six,	False
sr,	three,	six,	False
xn,	six,	one,	False
two,	two,	two,	True
e,	three,	zero,	False
sevnene,	seven,	seven,	True
nine,	nine,	nine,	True
oneoune,	one,	one,	True
two,	two,	two,	True
sixneo,	six,	seven,	False
eigh,	eight,	eight,	True
fve,	five,	five,	True
five,	five,	five,	True
zer,	zero,	zero,	True
zer,	zero,	zero,	True
ein,	one,	five,	False
six,	six,	six,	True
zr,	three,	zero,	False
sev,	seven,	seven,	True
sixe,	six,	six,	True
three,	three,	three,	True
twos,	two,	two,	True
nini,	nine,	nine,	True
fo,	four,	four,	True
ni,	nine,	nine,	True
hr,	four,	three,	False
t,	two,	three,	False
fiur,	four,	four,	True
two,	two,	two,	True
tw,	two,	two,	True
sivi,	seven,	three,	False
the,	three,	three,	True
sivn,	seven,	seven,	True
eih,	five,	eight,	False
nin,	nine,	nine,	True
x,	six,	six,	True
zr,	three,	zero,	False
nin,	nine,	nine,	True
fiven,	five,	five,	True
five,	five,	five,	True
sixe,	six,	six,	True
nin,	nine,	nine,	True
zer,	zero,	zero,	True
three,	three,	three,	True
nine,	nine,	nine,	True
two,	two,	two,	True
five,	five,	five,	True
ninei,	nine,	nine,	True
sex,	six,	seven,	False
zer,	zero,	zero,	True
zeros,	zero,	zero,	True
rix,	six,	six,	True
twof,	two,	two,	True
nine,	nine,	nine,	True
t,	two,	two,	True
six,	six,	six,	True
shr,	three,	three,	True
iv,	four,	five,	False
oun,	one,	one,	True
nin,	nine,	nine,	True
one,	one,	one,	True
thr,	three,	three,	True
nin,	nine,	nine,	True
four,	four,	four,	True
fiv,	five,	five,	True
siv,	five,	five,	True
n,	nine,	one,	False
tho,	two,	two,	True
zer,	zero,	zero,	True
eigh,	eight,	eight,	True
one,	one,	one,	True
sin,	seven,	six,	False
ih,	nine,	eight,	False
sixin,	six,	two,	False
sior,	six,	three,	False
six,	six,	seven,	False
nint,	nine,	nine,	True
eiht,	eight,	eight,	True
nie,	nine,	nine,	True
six,	six,	six,	True
zers,	zero,	six,	False
thri,	three,	three,	True
,	four,	six,	False
tot,	two,	three,	False
t,	two,	nine,	False
siv,	five,	six,	False
two,	two,	two,	True
ihe,	five,	eight,	False
two,	two,	two,	True
fvurin,	four,	four,	True
h,	four,	three,	False
fivin,	five,	five,	True
sinen,	nine,	seven,	False
six,	six,	six,	True
sx,	six,	six,	True
nine,	nine,	nine,	True
fs,	five,	four,	False
i,	nine,	eight,	False
ih,	nine,	eight,	False
er,	three,	zero,	False
fiv,	five,	five,	True
,	three,	seven,	False
fiv,	five,	five,	True
sevn,	seven,	seven,	True
nei,	nine,	one,	False
zer,	zero,	zero,	True
r,	four,	zero,	False
fiv,	five,	five,	True
fur,	four,	four,	True
fo,	four,	four,	True
sr,	three,	zero,	False
fu,	four,	four,	True
fivit,	five,	five,	True
oin,	nine,	nine,	True
hr,	four,	three,	False
fur,	four,	four,	True
one,	one,	one,	True
five,	five,	five,	True
ine,	nine,	five,	False
r,	four,	eight,	False
fnin,	nine,	nine,	True
r,	four,	three,	False
hre,	three,	three,	True
sivn,	seven,	seven,	True
nine,	nine,	nine,	True
in,	one,	nine,	False
eihe,	nine,	eight,	False
on,	one,	one,	True
nin,	nine,	nine,	True
nin,	nine,	nine,	True
five,	five,	five,	True
o,	four,	four,	True
tor,	four,	three,	False
five,	five,	five,	True
f,	five,	five,	True
neg,	nine,	one,	False
five,	five,	five,	True
two,	two,	two,	True
four,	four,	four,	True
x,	six,	six,	True
six,	six,	six,	True
zer,	zero,	zero,	True
two,	two,	two,	True
eig,	eight,	eight,	True
sir,	three,	six,	False
fo,	four,	seven,	False
ne,	nine,	one,	False
zero,	zero,	zero,	True
,	four,	four,	True
fiv,	five,	seven,	False
six,	six,	seven,	False
four,	four,	four,	True
nie,	nine,	nine,	True
nine,	nine,	nine,	True
tin,	ten,	two,	False
ehghi,	eight,	eight,	True
tw,	two,	two,	True
four,	four,	four,	True
twon,	two,	two,	True
two,	two,	two,	True
fioun,	five,	four,	False
six,	six,	six,	True
nine,	nine,	nine,	True
tw,	two,	six,	False
twri,	two,	two,	True
fiv,	five,	five,	True
five,	five,	five,	True
eigh,	eight,	eight,	True
eigh,	eight,	eight,	True
two,	two,	two,	True
zer,	zero,	zero,	True
three,	three,	three,	True
siv,	five,	seven,	False
fi,	five,	eight,	False
zer,	zero,	zero,	True
four,	four,	four,	True
fo,	four,	two,	False
fiv,	five,	five,	True
zer,	zero,	zero,	True
in,	eight,	five,	False
fiv,	five,	seven,	False
five,	five,	five,	True
siv,	five,	seven,	False
siv,	five,	seven,	False
fo,	four,	four,	True
sixf,	six,	six,	True
six,	six,	six,	True
w,	two,	eight,	False
ro,	four,	zero,	False
fiv,	five,	five,	True
fivtiw,	five,	five,	True
n,	nine,	seven,	False
three,	three,	three,	True
n,	nine,	one,	False
one,	one,	one,	True
fig,	five,	eight,	False
zer,	zero,	zero,	True
,	three,	three,	True
nin,	nine,	nine,	True
thro,	three,	three,	True
nin,	nine,	nine,	True
on,	one,	one,	True
ig,	nine,	eight,	False
eigh,	eight,	eight,	True
oe,	zero,	one,	False
on,	one,	one,	True
fo,	four,	four,	True
ne,	nine,	one,	False
tre,	three,	three,	True
o,	zero,	one,	False
four,	four,	four,	True
i,	one,	seven,	False
four,	four,	four,	True
nin,	nine,	nine,	True
onf,	one,	one,	True
i,	nine,	five,	False
five,	five,	five,	True
trein,	three,	three,	True
ero,	zero,	zero,	True
tixe,	six,	three,	False
zero,	zero,	zero,	True
svn,	seven,	seven,	True
fivn,	five,	five,	True
zer,	zero,	zero,	True
fi,	five,	one,	False
eg,	eight,	eight,	True
tw,	two,	two,	True
oe,	one,	one,	True
two,	two,	two,	True
zero,	zero,	zero,	True
four,	four,	four,	True
six,	six,	seven,	False
tohreig,	three,	three,	True
zero,	zero,	zero,	True
rf,	four,	four,	True
zer,	zero,	zero,	True
zero,	zero,	zero,	True
twoe,	two,	two,	True
two,	two,	two,	True
fo,	four,	four,	True
one,	one,	one,	True
fiv,	five,	five,	True
fivfi,	five,	seven,	False
for,	four,	four,	True
o,	four,	four,	True
eig,	eight,	eight,	True
fiveig,	five,	five,	True
two,	two,	two,	True
sev,	seven,	seven,	True
fo,	four,	one,	False
fie,	five,	five,	True
six,	six,	six,	True
six,	six,	six,	True
onef,	one,	one,	True
four,	four,	four,	True
,	two,	one,	False
four,	four,	four,	True
thrf,	three,	three,	True
furin,	four,	four,	True
ni,	nine,	one,	False
siwxs,	six,	six,	True
five,	five,	five,	True
zero,	zero,	zero,	True
fn,	one,	four,	False
four,	four,	four,	True
ftvr,	four,	three,	False
two,	two,	two,	True
twx,	two,	six,	False
zero,	zero,	zero,	True
zero,	zero,	zero,	True
ith,	eight,	three,	False
e,	three,	one,	False
threiv,	three,	three,	True
fof,	four,	four,	True
,	nine,	zero,	False
fo,	four,	four,	True
i,	nine,	zero,	False
six,	six,	six,	True
twoi,	two,	two,	True
,	four,	one,	False
if,	five,	five,	True
oe,	zero,	one,	False
eig,	eight,	eight,	True
two,	two,	two,	True
siv,	five,	seven,	False
two,	two,	two,	True
tire,	four,	three,	False
one,	one,	one,	True
ni,	nine,	nine,	True
ri,	nine,	six,	False
in,	nine,	two,	False
fo,	four,	four,	True
eigh,	eight,	eight,	True
e,	three,	one,	False
three,	three,	three,	True
fiv,	five,	seven,	False
in,	nine,	six,	False
nin,	nine,	nine,	True
twohre,	three,	three,	True
one,	one,	one,	True
ne,	nine,	one,	False
five,	five,	five,	True
twon,	two,	two,	True
four,	four,	four,	True
five,	five,	five,	True
fon,	four,	seven,	False
fine,	nine,	five,	False
nin,	nine,	nine,	True
six,	six,	six,	True
eig,	eight,	eight,	True
f,	five,	four,	False
five,	five,	five,	True
fourn,	four,	four,	True
ninf,	nine,	nine,	True
fiv,	five,	five,	True
three,	three,	three,	True
three,	three,	three,	True
onenr,	one,	one,	True
twon,	two,	two,	True
fivi,	five,	five,	True
twhre,	three,	three,	True
rw,	two,	zero,	False
two,	two,	two,	True
igte,	eight,	eight,	True
siv,	five,	seven,	False
six,	six,	six,	True
fie,	five,	five,	True
sixt,	six,	six,	True
eige,	eight,	eight,	True
fiv,	five,	seven,	False
fivf,	five,	five,	True
zer,	zero,	zero,	True
erf,	three,	six,	False
six,	six,	six,	True
fiv,	five,	five,	True
thref,	three,	three,	True
ne,	nine,	one,	False
sevn,	seven,	seven,	True
ein,	one,	two,	False
zero,	zero,	zero,	True
fiveo,	five,	five,	True
twx,	two,	six,	False
two,	two,	two,	True
fo,	four,	four,	True
ninef,	nine,	nine,	True
wo,	two,	nine,	False
five,	five,	five,	True
fivig,	five,	five,	True
twxi,	two,	six,	False
tvre,	three,	three,	True
,	nine,	one,	False
twoen,	two,	seven,	False
twoe,	two,	two,	True
zer,	zero,	zero,	True
nin,	nine,	nine,	True
nine,	nine,	nine,	True
three,	three,	three,	True
eigx,	eight,	eight,	True
f,	five,	one,	False
fur,	four,	four,	True
nine,	nine,	nine,	True
five,	five,	five,	True
f,	four,	seven,	False
siehe,	six,	six,	True
eigne,	nine,	eight,	False
zerof,	zero,	zero,	True
wo,	two,	two,	True
two,	two,	two,	True
r,	four,	zero,	False
onet,	one,	one,	True
sixf,	six,	six,	True
fo,	four,	four,	True
eig,	eight,	eight,	True
,	one,	zero,	False
fevn,	seven,	seven,	True
ninen,	nine,	nine,	True
e,	three,	seven,	False
nf,	nine,	one,	False
sixe,	six,	six,	True
zere,	zero,	zero,	True
six,	six,	six,	True
ne,	nine,	one,	False
eghf,	eight,	eight,	True
zeo,	zero,	zero,	True
nine,	nine,	nine,	True
six,	six,	six,	True
one,	one,	one,	True
fivn,	five,	seven,	False
eigh,	eight,	eight,	True
eiv,	five,	seven,	False
zero,	zero,	zero,	True
six,	six,	six,	True
ng,	nine,	eight,	False
ftwo,	two,	two,	True
fiv,	five,	five,	True
six,	six,	six,	True
nine,	nine,	nine,	True
nine,	nine,	nine,	True
eof,	five,	zero,	False
n,	nine,	one,	False
two,	two,	two,	True
ine,	nine,	one,	False
three,	three,	three,	True
sevnf,	seven,	seven,	True
zero,	zero,	zero,	True
ztif,	five,	six,	False
nine,	nine,	nine,	True
five,	five,	five,	True
nine,	nine,	nine,	True
thr,	three,	three,	True
fin,	five,	four,	False
sevexni,	seven,	seven,	True
fiven,	five,	five,	True
figf,	five,	eight,	False
feve,	five,	seven,	False
sixf,	six,	six,	True
fiv,	five,	five,	True
on,	one,	one,	True
eighf,	eight,	eight,	True
f,	five,	six,	False
fivin,	five,	five,	True
ro,	four,	zero,	False
zof,	two,	zero,	False
fiv,	five,	five,	True
egtgn,	eight,	eight,	True
of,	four,	one,	False
threi,	three,	three,	True
zero,	zero,	zero,	True
nive,	five,	nine,	False
nin,	nine,	nine,	True
sixf,	six,	six,	True
nznf,	nine,	zero,	False
f,	five,	four,	False
sixf,	six,	six,	True
seven,	seven,	seven,	True
eighf,	eight,	eight,	True
eigh,	eight,	eight,	True
tor,	four,	two,	False
eighf,	eight,	eight,	True
thri,	three,	three,	True
ninef,	nine,	nine,	True
sevf,	seven,	seven,	True
th,	three,	three,	True
thr,	three,	three,	True
fiv,	five,	five,	True
thr,	three,	three,	True
fure,	four,	four,	True
eighin,	eight,	eight,	True
te,	three,	three,	True
fivef,	five,	five,	True
on,	one,	one,	True
fiv,	five,	five,	True
three,	three,	three,	True
th,	three,	three,	True
five,	five,	five,	True
twof,	two,	two,	True
eixf,	six,	eight,	False
tv,	five,	seven,	False
fovf,	five,	five,	True
,	five,	two,	False
five,	five,	five,	True
to,	two,	two,	True
sevent,	seven,	seven,	True
zerohe,	zero,	zero,	True
sixix,	six,	six,	True
eighf,	eight,	eight,	True
two,	two,	two,	True
five,	five,	five,	True
eighf,	eight,	eight,	True
,	five,	one,	False
ive,	five,	one,	False
twoe,	two,	two,	True
one,	one,	one,	True
twourf,	four,	two,	False
eighf,	eight,	eight,	True
one,	one,	one,	True
t,	two,	zero,	False
zerof,	zero,	zero,	True
five,	five,	five,	True
twon,	two,	two,	True
six,	six,	six,	True
three,	three,	three,	True
ninf,	nine,	nine,	True
in,	five,	nine,	False
sixf,	six,	six,	True
eight,	eight,	eight,	True
nin,	nine,	nine,	True
nin,	nine,	nine,	True
zio,	zero,	zero,	True
zero,	zero,	zero,	True
wo,	two,	two,	True
fv,	five,	seven,	False
zeo,	zero,	zero,	True
e,	three,	eight,	False
ninf,	nine,	nine,	True
ivf,	five,	five,	True
e,	three,	nine,	False
nin,	nine,	nine,	True
fevg,	five,	seven,	False
fiv,	five,	four,	False
n,	nine,	nine,	True
thvre,	three,	three,	True
,	one,	three,	False
five,	five,	five,	True
foe,	four,	four,	True
si,	six,	six,	True
thf,	three,	six,	False
fourf,	four,	four,	True
four,	four,	four,	True
eigh,	eight,	eight,	True
sevs,	seven,	seven,	True
siviv,	five,	seven,	False
tf,	five,	three,	False
zf,	five,	zero,	False
two,	two,	two,	True
nin,	nine,	nine,	True
eigh,	eight,	eight,	True
twof,	two,	two,	True
serxf,	six,	six,	True
in,	one,	one,	True
six,	six,	six,	True
Epoch: 9
two,	two,	two,	True
nie,	nine,	nine,	True
siv,	five,	seven,	False
seis,	six,	six,	True
sevie,	seven,	seven,	True
two,	two,	two,	True
fe,	five,	eight,	False
sive,	five,	seven,	False
ou,	two,	one,	False
in,	five,	seven,	False
tohre,	three,	three,	True
fiv,	five,	five,	True
ni,	nine,	nine,	True
tw,	two,	two,	True
shrf,	three,	six,	False
zere,	zero,	zero,	True
thrf,	three,	three,	True
six,	six,	six,	True
six,	six,	six,	True
zerof,	zero,	zero,	True
ou,	two,	one,	False
ive,	five,	five,	True
fi,	five,	four,	False
nine,	nine,	nine,	True
eighf,	eight,	eight,	True
ivhin,	five,	eight,	False
nein,	nine,	one,	False
fivivf,	five,	five,	True
onf,	one,	one,	True
two,	two,	two,	True
fiv,	five,	five,	True
fonivf,	five,	one,	False
fo,	four,	four,	True
three,	three,	three,	True
sixin,	six,	six,	True
fivef,	five,	five,	True
fo,	four,	one,	False
ou,	four,	one,	False
eigh,	eight,	eight,	True
thf,	three,	three,	True
evf,	five,	eight,	False
sixe,	six,	six,	True
sixf,	six,	six,	True
zer,	zero,	zero,	True
oive,	five,	one,	False
fiv,	five,	five,	True
foseixe,	six,	seven,	False
zef,	zero,	zero,	True
fo,	four,	four,	True
two,	two,	two,	True
fif,	five,	four,	False
eih,	five,	eight,	False
eightn,	eight,	eight,	True
sevenf,	seven,	seven,	True
siv,	five,	seven,	False
e,	three,	one,	False
fouv,	four,	four,	True
ei,	nine,	eight,	False
six,	six,	six,	True
sevein,	seven,	seven,	True
tro,	three,	six,	False
fv,	five,	four,	False
fo,	four,	four,	True
of,	four,	one,	False
nie,	nine,	nine,	True
twe,	two,	two,	True
fn,	one,	four,	False
etwof,	two,	two,	True
toe,	two,	two,	True
fve,	five,	seven,	False
onef,	one,	one,	True
sevnfevne,	seven,	seven,	True
fiveo,	five,	seven,	False
,	nine,	one,	False
twof,	two,	two,	True
tf,	five,	three,	False
sevf,	seven,	seven,	True
zero,	zero,	zero,	True
eixrh,	six,	six,	True
five,	five,	five,	True
sixf,	six,	six,	True
nine,	nine,	nine,	True
tw,	two,	two,	True
zexf,	six,	zero,	False
foue,	four,	four,	True
sevhe,	seven,	seven,	True
esixf,	six,	six,	True
sevf,	seven,	seven,	True
onue,	one,	one,	True
fn,	one,	four,	False
zerof,	zero,	zero,	True
eihe,	five,	eight,	False
zereof,	zero,	zero,	True
zhrf,	three,	three,	True
eif,	five,	eight,	False
three,	three,	three,	True
fou,	four,	four,	True
sixe,	six,	six,	True
sixf,	six,	six,	True
two,	two,	two,	True
nine,	nine,	nine,	True
eiwn,	nine,	nine,	True
ni,	nine,	nine,	True
three,	three,	three,	True
sevf,	seven,	seven,	True
one,	one,	one,	True
,	seven,	nine,	False
fo,	four,	four,	True
einhf,	five,	eight,	False
two,	two,	two,	True
two,	two,	two,	True
eihf,	five,	eight,	False
eighf,	eight,	eight,	True
two,	two,	two,	True
three,	three,	three,	True
sit,	six,	six,	True
sevevnf,	seven,	seven,	True
four,	four,	four,	True
sihof,	six,	zero,	False
tw,	two,	two,	True
th,	three,	eight,	False
sef,	three,	seven,	False
sixf,	six,	six,	True
sevef,	seven,	seven,	True
sex,	six,	six,	True
eight,	eight,	eight,	True
two,	two,	two,	True
ninein,	nine,	nine,	True
tref,	three,	three,	True
zern,	three,	zero,	False
fon,	four,	four,	True
fit,	six,	eight,	False
twof,	two,	two,	True
fivf,	five,	seven,	False
three,	three,	three,	True
two,	two,	two,	True
eih,	nine,	eight,	False
six,	six,	six,	True
oneo,	one,	one,	True
sixf,	six,	six,	True
five,	five,	five,	True
twf,	two,	two,	True
i,	one,	eight,	False
five,	five,	five,	True
six,	six,	six,	True
fehtf,	five,	eight,	False
for,	four,	four,	True
er,	three,	zero,	False
fivef,	five,	five,	True
sfev,	five,	seven,	False
zix,	six,	zero,	False
twof,	two,	two,	True
twon,	two,	two,	True
,	three,	zero,	False
sevenf,	seven,	seven,	True
sfvf,	five,	seven,	False
fiv,	five,	five,	True
two,	two,	two,	True
nf,	nine,	three,	False
ere,	three,	zero,	False
sixf,	six,	six,	True
one,	one,	one,	True
swo,	two,	two,	True
fo,	four,	four,	True
fiv,	five,	five,	True
fi,	five,	five,	True
five,	five,	five,	True
sivef,	five,	seven,	False
tw,	two,	eight,	False
sixf,	six,	six,	True
two,	two,	two,	True
fivef,	five,	five,	True
nine,	nine,	nine,	True
tohre,	three,	three,	True
one,	one,	one,	True
o,	four,	one,	False
tw,	two,	six,	False
six,	six,	six,	True
,	two,	seven,	False
i,	nine,	eight,	False
,	seven,	eight,	False
onf,	one,	one,	True
on,	one,	one,	True
fivg,	five,	five,	True
foe,	four,	four,	True
twor,	two,	three,	False
three,	three,	three,	True
four,	four,	four,	True
t,	two,	six,	False
tir,	three,	two,	False
twof,	two,	two,	True
tre,	three,	three,	True
hrein,	three,	three,	True
ig,	nine,	eight,	False
two,	two,	two,	True
fivf,	five,	seven,	False
fivef,	five,	five,	True
tw,	two,	two,	True
fivnsr,	five,	seven,	False
,	nine,	two,	False
nine,	nine,	nine,	True
hre,	three,	three,	True
